IUPAC,ion1,ion2,density,temperature,pressure
1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1397.941111,338.15,101.325
1-butyl-3-methylimidazolium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1036.052,338.15,100
1-butyl-3-methylimidazolium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1036.052,338.15,101.3
1-butyl-3-methylimidazolium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1036.052,338.15,101.325
1-butyl-3-methylimidazolium dihydrogen phosphate,[P][=Branch1][C][=O][Branch1][C][O][Branch1][C][O][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1149.4,338.15,101.325
1-butyl-3-methylimidazolium hexafluoroantimonate,[F][Sb-1][Branch1][C][F][Branch1][C][F][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1655.4,338.15,101.325
1-butyl-3-methylimidazolium hydrogen carbonate,[C][Branch1][C][O][Branch1][C][O-1][=O],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1128.9,338.15,101.325
1-butyl-3-methylimidazolium hydrogen sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1168.7,338.15,101.325
1-butyl-3-methylimidazolium L-serinate,[N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1130.6,338.15,101.325
1-butyl-3-methylimidazolium methyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1181.796667,338.15,100
1-butyl-3-methylimidazolium methyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1181.796667,338.15,101.325
1-butyl-3-methylimidazolium nitrate,[N+1][=Branch1][C][=O][Branch1][C][O-1][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1131.4,338.15,101.325
1-butyl-3-methylimidazolium octyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][#Branch2][O][C][C][C][C][C][C][C][C][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1041.9,338.15,101.325
1-butyl-3-methylimidazolium tetrafluoroborate,[F][B-1][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1176.764444,338.15,100
1-butyl-3-methylimidazolium tetrafluoroborate,[F][B-1][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1176.764444,338.15,101
1-butyl-3-methylimidazolium tetrafluoroborate,[F][B-1][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1176.764444,338.15,101.325
1-butyl-3-methylimidazolium thiocyanate,[S-1][C][#N],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1046.1775,338.15,100
1-butyl-3-methylimidazolium thiocyanate,[S-1][C][#N],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1046.1775,338.15,101
1-butyl-3-methylimidazolium thiocyanate,[S-1][C][#N],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1046.1775,338.15,101.325
1-butyl-3-methylimidazolium tricyanomethane,[C][#Branch1][C][#N][C][Branch1][Ring1][C][#N][C][#N],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1020.46,338.15,100
1-butyl-3-methylimidazolium tricyanomethane,[C][#Branch1][C][#N][C][Branch1][Ring1][C][#N][C][#N],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1020.46,338.15,101
1-butyl-3-methylimidazolium tricyanomethane,[C][#Branch1][C][#N][C][Branch1][Ring1][C][#N][C][#N],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1020.46,338.15,101.325
1-butyl-3-methylimidazolium trifluoroacetate,[F][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1183,338.15,101.325
1-butyl-3-methylimidazolium trifluoromethanesulfonate,[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1267.015,338.15,101.325
"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C],1379.068333,338.15,101.325
"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N][N][=C][N+1][=Branch1][Ring2][=C][Ring1][Branch1][C][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O],1335.68,338.15,100
1-butyl-4-cyanopyridinium bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N],1437.7,338.15,101.33
1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C],1378.9,338.15,101.325
1-butyl-4-methylpyridinium thiocyanate,[S-1][C][#N],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C],1037.89,338.15,100
1-butyl-4-methylpyridinium thiocyanate,[S-1][C][#N],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C],1037.89,338.15,101
1-butylpyridinium 2-acrylamido-2-methylpropanesulfonate,[C][Branch1][Ring1][C][=C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][C][C],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1168,338.15,101.325
1-butylpyridinium bis(fluorosulfonyl)amide,[F][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][F],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1336.3,338.15,101.325
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1412.896667,338.15,100
1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1412.896667,338.15,101.325
1-butylpyridinium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1044.85,338.15,101
1-butylpyridinium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1044.85,338.15,101.325
1-butylpyridinium nitrate,[N+1][=Branch1][C][=O][Branch1][C][O-1][O-1],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1159.4,338.15,101.325
1-butylpyridinium tetrafluoroborate,[F][B-1][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1186.05,338.15,100
1-butylpyridinium tetrafluoroborate,[F][B-1][Branch1][C][F][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1186.05,338.15,101.3
1-butylpyridinium trifluoroacetate,[F][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][Ring2][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1322.7,338.15,100
1-decyl-3-methyl-1H-imidazolium tetracyanoborate,[C][#Branch1][C][#N][B-1][Branch1][Ring1][C][#N][Branch1][Ring1][C][#N][C][#N],[C][Branch1][#Branch2][C][C][C][C][C][C][C][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],935.53,338.15,101.325
1-decylpyridinium bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][#Branch2][C][C][C][C][C][C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1250.2,338.15,101.325
1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][N][C][C][C][C][C][C][C][C][C][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1208.9,338.15,100
1-dodecyl-3-methyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][N][C][C][C][C][C][C][C][C][C][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1208.9,338.15,101.325
1-dodecylpyridinium bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][N][C][C][C][C][C][C][C][C][C][C][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1216,338.15,101.325
1-ethyl-1H-imidazolium acetate,[C][Branch1][C][C][=Branch1][C][=O][O-1],[C][Branch1][C][C][NH1+1][C][=N][C][=C][Ring1][Branch1],999.8,338.15,101.325
1-ethyl-1-methylpiperidinium ethyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring2][O][C][C][O-1],[C][Branch1][C][C][N+1][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C],1156.6,338.15,101
1-ethyl-1-methylpyrrolidinium acetate,[C][Branch1][C][C][=Branch1][C][=O][O-1],[C][Branch1][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1041.8,338.15,100
1-ethyl-1-methylpyrrolidinium ethyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring2][O][C][C][O-1],[C][Branch1][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1167,338.15,101
1-ethyl-1-methylpyrrolidinium ethyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring2][O][C][C][O-1],[C][Branch1][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1167,338.15,101.325
1-ethyl-1-methylpyrrolidinium glycolate,[C][Branch1][Ring1][C][O][=Branch1][C][=O][O-1],[C][Branch1][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C],1108.1,338.15,100
"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][Branch1][=Branch2][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C],1454.5,338.15,101.325
"1-ethyl-2,3-dimethylimidazolium hydrogen sulfate",[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][O-1],[C][Branch1][C][C][N+1][=C][Branch1][=Branch2][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C],1224.8,338.15,101.325
1-ethyl-2-heptylpyridin-1-ium bis((trifluoromethyl)sulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][C][C],1286.7,338.15,101.325
1-ethyl-2-hexylpyridin-1-ium bis((trifluoromethyl)sulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][C],1309.7,338.15,101.325
1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,[F][C][Branch2][Ring1][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C],1467.11,338.15,101.325
1-ethyl-2-octylpyridin-1-ium bis((trifluoromethyl)sulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][C][C][C],1264,338.15,101.325
1-ethyl-2-pentylpyridin-1-ium bis((trifluoromethyl)sulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C],1335.8,338.15,101.325
1-ethyl-2-propylpyridin-1-ium bis((trifluoromethyl)sulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][C][C],1410,338.15,101.325
1-ethyl-3-(2-methoxyethyl)imidazolium acetate,[C][Branch1][C][C][=Branch1][C][=O][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][O][C],1166.1,338.15,100
1-ethyl-3-(2-methoxyethyl)imidazolium bis(trifluoromethylsulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][O][C],1423.5,338.15,100
1-ethyl-3-(2-methoxyethyl)imidazolium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][O][C],1087,338.15,101.325
1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,[S-1][C][#N],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][O][C],1096.9,338.15,100
1-ethyl-3-(2-methoxyethyl)imidazolium trifluoromethanesulfonate,[F][C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][O][C],1322.1,338.15,100
1-ethyl-3-(6-hydroxyhexyl)-1H-imidazolium chloride,[Cl-1],[C][Branch1][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][C][O],1083.1,338.15,101.325
"1-ethyl-3,5-dimethyl-2-pentylpyridinium bis(trifluoromethylsulfonyl)imide",[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][Branch1][=N][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][C][C][C][C],1289.3,338.15,101.325
1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,[F][S][=Branch1][C][=O][=Branch1][C][=O][N-1][S][=Branch1][C][=O][=Branch1][C][=O][F],[C][Branch1][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1405.1,338.15,101.325
1-ethyl-3-methyl-1H-imidazolium L-prolinate,[N][C@@H1][Branch1][=Branch1][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][O-1],[C][Branch1][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1124.05,338.15,101.325
1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,[C][#Branch1][C][#N][C-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1053.61,338.15,101
1-ethyl-3-methyl-1H-imidazolium tricyanomethanide,[C][#Branch1][C][#N][C-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][C][C][NH1+1][C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1053.61,338.15,101.325
1-ethyl-3-methylimidazolium 2-acrylamido-2-methylpropanesulfonate,[C][Branch1][Ring1][C][=C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][C][C],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1168,338.15,101.325
1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1198.6,338.15,100
1-ethyl-3-methylimidazolium 4-methylbenzenesulfonate,[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1198.6,338.15,101.325
1-ethyl-3-methylimidazolium acetate,[C][Branch1][C][C][=Branch1][C][=O][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1075.083,338.15,101
1-ethyl-3-methylimidazolium acetate,[C][Branch1][C][C][=Branch1][C][=O][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1075.083,338.15,101.325
1-ethyl-3-methylimidazolium ammonioacetate,[NH3+1][C][C][=Branch1][C][=O][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1133.25,338.15,101.325
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1478.4475,338.15,101
1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,[N-1][Branch1][S][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1478.4475,338.15,101.325
1-ethyl-3-methylimidazolium decyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][N][O][C][C][C][C][C][C][C][C][C][C][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1073.9,338.15,101.325
1-ethyl-3-methylimidazolium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1077.34,338.15,101.3
1-ethyl-3-methylimidazolium dicyanamide,[N-1][Branch1][Ring1][C][#N][C][#N],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1077.34,338.15,101.325
1-ethyl-3-methylimidazolium diethyl phosphate,[P][=Branch1][C][=O][Branch1][Ring2][O][C][C][Branch1][Ring2][O][C][C][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1117.2,338.15,101.325
1-ethyl-3-methylimidazolium dimethylphosphate,[C][O][P][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1190.6,338.15,101.325
1-ethyl-3-methylimidazolium ethyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring2][O][C][C][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1209.621,338.15,100
1-ethyl-3-methylimidazolium ethyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring2][O][C][C][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1209.621,338.15,101
1-ethyl-3-methylimidazolium ethyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring2][O][C][C][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1209.621,338.15,101.325
1-ethyl-3-methylimidazolium hydrogen sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][C][O][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1341.98,338.15,101.325
1-ethyl-3-methylimidazolium L-alaninate,[N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1104.45,338.15,101.325
1-ethyl-3-methylimidazolium methanesulfonate,[C][S][=Branch1][C][=O][=Branch1][C][=O][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1214.584,338.15,101
1-ethyl-3-methylimidazolium methanesulfonate,[C][S][=Branch1][C][=O][=Branch1][C][=O][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1214.584,338.15,101.325
1-ethyl-3-methylimidazolium methyl phosphonate,[P][Branch1][Ring1][O][C][Branch1][C][O-1][=O],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1165.7,338.15,101.325
1-ethyl-3-methylimidazolium methyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][Ring1][O][C][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1256.425,338.15,101.325
1-ethyl-3-methylimidazolium octyl sulfate,[S][=Branch1][C][=O][=Branch1][C][=O][Branch1][#Branch2][O][C][C][C][C][C][C][C][C][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1068.725,338.15,101.325
1-ethyl-3-methylimidazolium taurinate,[N][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1226,338.15,101.325
1-ethyl-3-methylimidazolium tetracyanoborate,[C][#Branch1][C][#N][B-1][Branch1][Ring1][C][#N][Branch1][Ring1][C][#N][C][#N],[C][Branch1][C][C][N+1][=C][N][Branch1][Branch1][C][=C][Ring1][Branch1][C],1005.495,338.15,101.325
